environment,probe,d_psnr_d_dose,d_ssim_d_dose,d_negative_mse_d_dose,d_negative_masked_mse_d_dose,response_l2,locality_residual,locality_threshold,locality_pass,repeat_count,chart_id,source_chart
pour_water,action_embedding_temporal_mix,6.083383020361595,0.015118916829427084,0.0010354133943716686,0.008500184242924055,6.083407834370709,0.3757065506304382,0.5,True,3,acwm_phys_action_temporal_mix_probe_pilot_v1:pour_water,results/reports/acwm-action-temporal-mix-atlas-pilot-r1/charts/pour_water.json
pour_water,motion_region_event_alignment,0.0,0.0,0.0,0.0,0.0,0.0,0.5,True,3,acwm_phys_motion_region_event_alignment_probe_pilot_v1:pour_water,results/reports/acwm-motion-region-event-alignment-atlas-pilot-r1/charts/pour_water.json
pour_water,action_temporal_alignment,2.299361057237448,0.006242990493774414,0.0004149065352976322,0.004032092789808909,2.29937310508541,0.10882671058661043,0.5,True,3,acwm_phys_action_temporal_alignment_probe_pilot_v1:pour_water,results/reports/acwm-action-temporal-alignment-atlas-pilot-r1/charts/pour_water.json
robot_arm,action_conditioning_amplification,-4.343630168918224,-0.02310633659362793,-0.0020955316722393036,-0.013777539134025574,4.34371398217757,0.2815043731300075,0.5,True,3,acwm_phys_irg_calibration_pilot_v1:robot_arm:one_sided,results/reports/acwm-irg-fingerprint-atlas-pilot-r2-one-sided/charts/robot_arm.json
robot_arm,action_conditioning_attenuation,1.5524830504392402,0.006769895553588867,0.0007302275237937769,0.0014144244293371837,1.5524986271219816,2.6359905132822283,0.5,False,3,acwm_phys_irg_calibration_pilot_v1:robot_arm:one_sided,results/reports/acwm-irg-fingerprint-atlas-pilot-r2-one-sided/charts/robot_arm.json
robot_arm,self_rollout_temporal_mix,4.39654479835126,0.02134362856547038,0.0016847877607991297,0.014915860568483671,4.396622230280442,0.089803328643166,0.5,True,3,acwm_phys_self_rollout_temporal_mix_probe_pilot_v1:robot_arm,results/reports/acwm-self-rollout-temporal-mix-atlas-pilot-r1/charts/robot_arm.json
robot_arm,motion_region_scale,-2.694371427730099,-0.007330576578776042,-0.0010116669970254104,-0.011197905987501144,2.6944048590532805,0.08191801718851717,0.5,True,3,acwm_phys_motion_region_probe_pilot_v1:robot_arm,results/reports/acwm-motion-region-atlas-pilot-r1/charts/robot_arm.json
robot_arm,action_embedding_temporal_mix,1.1949789181022652,0.008409420649210611,0.0006058618115882078,0.0001179551084836324,1.195008666933616,0.4464230240165828,0.5,True,3,acwm_phys_action_temporal_mix_probe_pilot_v1:robot_arm,results/reports/acwm-action-temporal-mix-atlas-pilot-r1/charts/robot_arm.json
robot_arm,motion_region_event_alignment,-4.303215858437568,-0.01584788163503011,-0.0016147623925159376,-0.016535678878426552,4.303277113525743,0.057495340439925165,0.5,True,3,acwm_phys_motion_region_event_alignment_probe_pilot_v1:robot_arm,results/reports/acwm-motion-region-event-alignment-atlas-pilot-r1/charts/robot_arm.json
robot_arm,action_temporal_alignment,-0.2988440180041607,-0.0023726622263590493,-0.00013985438272356987,-0.0006440219779809316,0.2988541633413662,0.3960447813150468,0.5,True,3,acwm_phys_action_temporal_alignment_probe_pilot_v1:robot_arm,results/reports/acwm-action-temporal-alignment-atlas-pilot-r1/charts/robot_arm.json
reacher,action_conditioning_amplification,-21.245224931645197,-0.02499977747599284,-0.002063375626069804,-0.04309047323962053,21.245283439659627,0.06558519705760764,0.5,True,3,acwm_phys_irg_calibration_pilot_v1:reacher:one_sided,results/reports/acwm-irg-fingerprint-atlas-pilot-r2-one-sided/charts/reacher.json
reacher,action_conditioning_attenuation,-15.047292421624357,-0.006403525670369466,-0.0014029687736183405,-0.023484878862897556,15.04731217642777,0.4164258559139395,0.5,True,3,acwm_phys_irg_calibration_pilot_v1:reacher:one_sided,results/reports/acwm-irg-fingerprint-atlas-pilot-r2-one-sided/charts/reacher.json
reacher,self_rollout_temporal_mix,-0.02302321021035188,0.0010045369466145833,-6.8518177916606264e-06,-0.0013838894665241241,0.0230866303273156,1.696994979416651,0.5,False,3,acwm_phys_self_rollout_temporal_mix_probe_pilot_v1:reacher,results/reports/acwm-self-rollout-temporal-mix-atlas-pilot-r1/charts/reacher.json
reacher,motion_region_scale,0.03409473641409496,-0.0009926160176595051,9.998523940642675e-06,0.0012943148612976074,0.034133732415834395,0.9906739818070628,0.5,False,3,acwm_phys_motion_region_probe_pilot_v1:reacher,results/reports/acwm-motion-region-atlas-pilot-r1/charts/reacher.json
reacher,action_embedding_temporal_mix,3.305289252957664,0.004768768946329753,0.0002836956021686395,0.005511315539479256,3.305297300086161,0.7032410430461703,0.5,False,3,acwm_phys_action_temporal_mix_probe_pilot_v1:reacher,results/reports/acwm-action-temporal-mix-atlas-pilot-r1/charts/reacher.json
reacher,motion_region_event_alignment,0.026117070264829085,-0.0009824832280476887,7.690396159887314e-06,0.0011053929726282756,0.02615891024636813,0.9821928492622967,0.5,False,3,acwm_phys_motion_region_event_alignment_probe_pilot_v1:reacher,results/reports/acwm-motion-region-event-alignment-atlas-pilot-r1/charts/reacher.json
reacher,action_temporal_alignment,0.09698634269417046,0.0006453196207682291,2.7815500895182293e-05,0.0001220405101776123,0.09698857032760219,0.11665039135127077,0.5,True,3,acwm_phys_action_temporal_alignment_probe_pilot_v1:reacher,results/reports/acwm-action-temporal-alignment-atlas-pilot-r1/charts/reacher.json
