backbone,dose,sample_count,final_frame_mae,rollout_video_l1,rollout_video_psnr,segment_final_mae,segment_view_fused_mae,segment_view_pair_mae,temporal_difference_mae
ctrl_world,-0.05,3,,0.03536666060487429,21.57787247972534,0.4955320693552494,0.1880015299345056,0.18221026503791413,
ctrl_world,0.0,3,,0.035236513863007225,21.620323144475392,0.49406345436970395,0.18706492334604263,0.17927868571132421,
ctrl_world,0.05,3,,0.03516750534375509,21.642715528359386,0.4943524344513814,0.18826068254808584,0.18270463310182095,
cosmos3,-0.05,1,0.05789217620444643,0.026922548913228508,23.115607599015192,,,,0.01660908134461958
cosmos3,0.0,1,0.05772117235467416,0.02688986603163994,23.117185084469266,,,,0.01660490740547322
cosmos3,0.05,1,0.05764538383219451,0.026955484687561877,23.099731808667684,,,,0.016625569903229578
