campaign_id,environment,primitive,seed,train_steps,state,verdict,screen_decision,primary_metric,delta_primary_metric,baseline_primary_metric,candidate_primary_metric,action_following_enabled,action_following_pass,action_following_observed,latest_checkpoint_step,candidate_checkpoint_retained,candidate_checkpoint_sha256,official_visual_asset_count
acwm-autoloop-screen-reacher-inv_dyn_reward_finetune-s950-t512-r1,reacher,inv_dyn_reward_finetune,950,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,21.942100606453153,483.59170723051625,505.5338078369694,True,True,0.0,,True,2cd49a766754319461f6b92bf5ccc3c7652b717c313314c9d69aa96b838befc2,0
acwm-autoloop-screen-reacher-latent_motion_prior-s862-t512-r1,reacher,latent_motion_prior,862,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,39.04953040596456,483.59170723051625,522.6412376364808,True,True,0.0,,True,a9719e061589d41ad7c7b4520d45b412117bb744afb0435e91834cbb730e803f,0
acwm-autoloop-screen-reacher-latent_motion_prior-s966-t512-r1,reacher,latent_motion_prior,966,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,19.43725774537171,483.59170723051625,503.02896497588796,True,True,0.0,,True,cdf6e2a1ffbfcc9fc02bc0773af0809d8950bdfb840d518292eab1d662adf315,0
acwm-autoloop-screen-reacher-motion_region_reweight-s2816-t512-r1,reacher,motion_region_reweight,2816,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,36.78707879943852,483.59170723051625,520.3787860299548,True,True,0.0,,True,012fbf577e142dbb7d3fa8e94decbc130f0f92ffedd2eada94dc56ae84138d02,0
acwm-autoloop-screen-reacher-motion_region_reweight-s2820-t512-r1,reacher,motion_region_reweight,2820,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,40.145969469093416,483.59170723051625,523.7376766996097,True,True,0.0,,True,669e007ea06ff19868f0da8f3891bfce94354cc5947c6a1187833bbfcf197afb,0
acwm-autoloop-screen-reacher-motion_region_reweight-s2824-t512-r1,reacher,motion_region_reweight,2824,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,23.259785302525643,483.59170723051625,506.8514925330419,True,True,0.0,,True,5da202867c982f2904b03c6092b10e100bffefd873ef612b71139008aa19955b,0
acwm-autoloop-screen-reacher-motion_region_reweight-s2824-t512-r1-retry2,reacher,motion_region_reweight,2824,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,45.113669760493394,483.59170723051625,528.7053769910096,True,True,0.0,,True,0acaed8e3343af8c1e7b8011cc2df50a0f725892df11eaede933cc57dac49ace,0
acwm-autoloop-screen-reacher-motion_region_reweight-s2827-t512-r1,reacher,motion_region_reweight,2827,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,27.883165910641537,483.59170723051625,511.4748731411578,True,True,0.0,,True,e2ed3fb29726ae730baa54523ecaaa42fe617f811d94240ce659f3559b6f9aae,0
acwm-autoloop-screen-reacher-motion_region_reweight-s2850-t512-r1,reacher,motion_region_reweight,2850,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,38.12122773753936,483.59170723051625,521.7129349680556,True,True,0.0,,True,bb610f951fe1ab2860ac145cf5e9f1e641724c6602b74bcab326c9db1002ad18,0
acwm-autoloop-screen-reacher-motion_region_reweight-s2852-t512-r1,reacher,motion_region_reweight,2852,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,33.15118681568083,483.59170723051625,516.7428940461971,True,True,0.0,,True,ef93d494101823f92395d715e07217d3c81e4cb35c8ed9255143b3b402df19ca,0
acwm-autoloop-screen-reacher-next_forcing-s2818-t512-r1,reacher,next_forcing,2818,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,37.042484434529115,483.59170723051625,520.6341916650454,True,True,0.0,,True,8ac41fb5903247fc1cb99c5dc4230aa2a27bee965574f59fa1b3de1ee74f8b65,0
acwm-autoloop-screen-reacher-next_forcing-s2819-t512-r1,reacher,next_forcing,2819,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,39.1585143533855,483.59170723051625,522.7502215839017,True,True,0.0,,True,caf3025499c6d333191994a53db0edcb82f44134b617148eca5063ee597f2af0,0
acwm-autoloop-screen-reacher-next_forcing-s2838-t512-r1,reacher,next_forcing,2838,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,41.600672265898766,483.59170723051625,525.192379496415,True,True,0.0,,True,dab5e304d1b4210bf9c04c24957187dccbdc8fa7f1138fcefb3de2ae14f95c01,0
acwm-autoloop-screen-reacher-next_forcing-s2843-t512-r1,reacher,next_forcing,2843,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,53.08148593186979,483.59170723051625,536.673193162386,True,True,0.0,,True,4e14f54c753df31555d537884df87dd6f6726199bf1bdd0fcee66337db212ad8,0
acwm-autoloop-screen-reacher-self_forcing_finetune-s1800-t512-r1,reacher,self_forcing_finetune,1800,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,48.12770246452624,483.59170723051625,531.7194096950425,True,True,0.0,,True,9ba2b848127d4e74523b8675dd2958248cbb5a71eb9149d5992389dae820397f,0
acwm-autoloop-screen-reacher-self_forcing_finetune-s1812-t512-r1,reacher,self_forcing_finetune,1812,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,48.23941533240156,483.59170723051625,531.8311225629178,True,True,0.0,,True,4145cdd5d2a6a8942b0df09a61eba4b07fc9e7b1c1ef2081250755e7e587e01d,0
acwm-autoloop-screen-reacher-self_forcing_finetune-s1815-t512-r1,reacher,self_forcing_finetune,1815,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,47.73448669175036,483.59170723051625,531.3261939222666,True,True,0.0,,True,6cc42d583357c7f46250771ba6e9c49449363bfb64883055ed07b853cc35a1ba,0
acwm-autoloop-screen-reacher-self_forcing_finetune-s2840-t512-r1,reacher,self_forcing_finetune,2840,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,47.24008580378563,483.59170723051625,530.8317930343019,True,True,0.0,,True,7783886e647057c7717435eb83442f15713ca80cc7f0e1eb4cf6231ee0ed2e5b,0
acwm-autoloop-screen-reacher-self_forcing_finetune-s2842-t512-r1,reacher,self_forcing_finetune,2842,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,48.692494756786346,483.59170723051625,532.2842019873026,True,True,0.0,,True,b20c797cfc57c4dc741a1c17dfb79879b43d59618ce9a2129f661480a9a3cadf,0
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2821-t512-r1,robot_arm,action_contrastive_finetune,2821,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,47.56084151723701,978.4474031784647,1026.0082446957017,True,True,0.6595744680851063,,True,faa06d3de9c7ad61f1d0ba5db25f1230377116959681524bc390d83ad99d8eb8,0
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2823-t512-r1,robot_arm,action_contrastive_finetune,2823,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-203.12426525565002,978.4474031784647,775.3231379228147,True,True,0.5957446808510638,,True,5244fd862e2502d7682dabb82aa939a6eada0f2157e2c1a15eacf61e2e490873,0
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2825-t512-r1,robot_arm,action_contrastive_finetune,2825,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-82.2692788521432,978.4474031784647,896.1781243263215,True,True,0.46808510638297873,,True,0dfbee2d99aa8159eb7be02d87c2e3b3256a94eb60cb73bab5055ebb1dea28a2,0
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2826-t512-r1,robot_arm,action_contrastive_finetune,2826,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-31.221067781831948,978.4474031784647,947.2263353966327,True,True,0.5531914893617021,,True,5414bf48e2c54f160acd12a62b427b6be1cab4353222137f9c7ca952f7292f9d,0
acwm-autoloop-screen-robot_arm-cfg_guidance_schedule-s910-t512-r1,robot_arm,cfg_guidance_schedule,910,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,105.87382191902782,978.4474031784647,1084.3212250974925,True,True,0.6170212765957447,,True,d5812af006e6de6ae570744a5482c19f4554fb73b53e06b95440cde7eb18a9a8,70
acwm-autoloop-screen-robot_arm-inv_dyn_reward_finetune-s2824-t512-r1,robot_arm,inv_dyn_reward_finetune,2824,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-148.24939069963943,978.4474031784647,830.1980124788253,True,True,0.6808510638297872,,True,a34a29fa22865ebc72f51e9b9af64215b81bafdb078a1df34e4cc6f73aba0da5,0
acwm-autoloop-screen-robot_arm-inv_dyn_reward_finetune-s841-t512-r1,robot_arm,inv_dyn_reward_finetune,841,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-21.422401321859752,978.4474031784647,957.025001856605,True,True,0.5106382978723404,,True,cd542aaf9115b588982b2ca58788e98a507c760a6f60e5ffe0fba956447d1802,0
acwm-autoloop-screen-robot_arm-latent_motion_prior-s1702-t512-r1,robot_arm,latent_motion_prior,1702,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,102.83345255247252,978.4474031784647,1081.2808557309372,True,True,0.574468085106383,,True,fcbaf77a03e22ae578878b0dd70e2dde4a77e261e468e0982b21c30f84a7c06d,44
acwm-autoloop-screen-robot_arm-motion_region_reweight-s2822-t512-r1,robot_arm,motion_region_reweight,2822,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-47.02311591169348,978.4474031784647,931.4242872667712,True,True,0.574468085106383,,True,8fcfb3745d9a67e09589034dd404e72227cab6fb0946f2a34e494d1a8382608d,0
acwm-autoloop-screen-robot_arm-motion_region_reweight-s2832-t512-r1,robot_arm,motion_region_reweight,2832,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,1.347622102557807,978.4474031784647,979.7950252810225,True,True,0.5531914893617021,,True,d44ae79f52dfdd93e2ef1b6450963ae81c167c406dd9acec471f797a1478280d,0
acwm-autoloop-screen-robot_arm-next_forcing-s2824-t512-r1,robot_arm,next_forcing,2824,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,27.832972779040233,978.4474031784647,1006.2803759575049,True,True,0.5319148936170213,,True,0b0109c7a4a5603f51cc16e7562924aa3563494f87a79d481c0de2bd50837d67,0
acwm-autoloop-screen-robot_arm-next_forcing-s2825-t512-r1,robot_arm,next_forcing,2825,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,34.48363692318378,978.4474031784647,1012.9310401016485,True,True,0.5319148936170213,,True,4ecc73b35f4882d97446d8df6518c9d13366a393c1fcbce34e78b1c331e4f541,0
acwm-autoloop-screen-robot_arm-next_forcing-s2826-t512-r1,robot_arm,next_forcing,2826,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,30.792683727976055,978.4474031784647,1009.2400869064408,True,True,0.6595744680851063,,True,d0221b16dfd819b5f018dda68d16d4281a7769c01343d12df5da860cd1127c65,0
acwm-autoloop-screen-robot_arm-self_forcing_finetune-s2828-t512-r1,robot_arm,self_forcing_finetune,2828,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-54.35724024818035,978.4474031784647,924.0901629302844,True,True,0.46808510638297873,,True,4f47375fec29bc295e6c59d594e1d2c21cf3b41b0bb722a9bda4cce8969d1642,0
acwm-autoloop-screen-robot_arm-self_forcing_finetune-s2830-t512-r1,robot_arm,self_forcing_finetune,2830,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,45.906241252869336,978.4474031784647,1024.353644431334,True,True,0.6170212765957447,,True,f49677ea6f8e9e648a43853a1cf9c1e8ce7f60bca50682dc199c1b9c7f54af68,0
acwm-autoloop-screen-stack_cube-action_contrastive_finetune-s2004-t512-r1,stack_cube,action_contrastive_finetune,2004,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.2879467370301,672.2356117755455,73.94766503851545,True,True,0.0,,True,e53ab21285890bd659a878ef72f584b66962dee16cf0484fcec798e97f996e18,0
acwm-autoloop-screen-stack_cube-action_contrastive_finetune-s2014-t512-r1,stack_cube,action_contrastive_finetune,2014,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.4045857496717,672.2356117755455,73.83102602587383,True,True,0.0,,True,363eb0e220f8247a0fcd74c5b528b1e2777d4b54d03f94edaac4d240bc0969c8,0
acwm-autoloop-screen-stack_cube-cfg_guidance_schedule-s912-t512-r1,stack_cube,cfg_guidance_schedule,912,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.057724694133,672.2356117755455,74.17788708141256,True,True,0.0,,True,4e512b04b01689a9bba30f0e20c8912647426748ea45d0a1135dc17e3d8e446f,0
acwm-autoloop-screen-stack_cube-cfg_guidance_schedule-s995-t512-r1,stack_cube,cfg_guidance_schedule,995,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.4052752044141,672.2356117755455,73.83033657113138,True,True,0.0,,True,86ed706b0b22593221de1ae5220571be551db683452af06ea370b0bba3b22bd0,0
acwm-autoloop-screen-stack_cube-dino_rep_injection-s2053-t512-r1,stack_cube,dino_rep_injection,2053,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.1610051085888,672.2356117755455,74.07460666695675,True,True,0.0,,True,18c5ac261bd974cefe03c409c75b8de77d76dfb3b5682ad44f777f78d9400ccd,0
acwm-autoloop-screen-stack_cube-inv_dyn_reward_finetune-s861-t512-r1,stack_cube,inv_dyn_reward_finetune,861,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.3448193789735,672.2356117755455,73.89079239657198,True,True,0.0,,True,9a96233e6ab46f02911f9cb4e5aa4adf31d7e2f261acb37c70d29b99baa2815a,0
acwm-autoloop-screen-stack_cube-inv_dyn_reward_finetune-s981-t512-r1,stack_cube,inv_dyn_reward_finetune,981,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.3071336704141,672.2356117755455,73.9284781051314,True,True,0.0,,True,f0bd6eba44174f21e7f185a41d2f7b5000fb17a9b4cfc01c6a3f23948788f442,0
acwm-autoloop-screen-stack_cube-inv_dyn_reward_finetune-s984-t512-r1,stack_cube,inv_dyn_reward_finetune,984,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.3139936744656,672.2356117755455,73.92161810107997,True,True,0.0,,True,2d8e051b0139b36816b38c8fc1a27a67556fd3acbb35fddaab3ff66bcdc53d12,0
acwm-autoloop-screen-stack_cube-latent_motion_prior-s986-t512-r1,stack_cube,latent_motion_prior,986,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.1999803370173,672.2356117755455,74.03563143852818,True,True,0.0,,True,e13d11c3cb411283b98c16984734b1f035f17c4ea937b54e6c4655c931d90b28,0
acwm-autoloop-screen-stack_cube-latent_motion_prior-s989-t512-r1,stack_cube,latent_motion_prior,989,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.2716118171099,672.2356117755455,73.96399995843555,True,True,0.0,,True,3051447d7351d89d976d0a2e7b6eb38992134b8a36937aad3d4f56fb3b9d1f69,0
acwm-autoloop-screen-stack_cube-latent_spatial_memory-s871-t512-r1,stack_cube,latent_spatial_memory,871,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.4266740431135,672.2356117755455,73.80893773243201,True,True,0.0,,True,aa1158833609fb0351fa6a9a7afd90801cd73cc24cfa78a563b0b30f9c588cef,0
acwm-autoloop-screen-stack_cube-latent_spatial_memory-s974-t512-r1,stack_cube,latent_spatial_memory,974,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.2380863767663,672.2356117755455,73.99752539877919,True,True,0.0,,True,389158edd1e0472b5dbbd4d729ed2c66312880693953980174e4936b14b941d5,0
acwm-autoloop-screen-stack_cube-latent_spatial_memory-s978-t512-r1,stack_cube,latent_spatial_memory,978,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.2341496459871,672.2356117755455,74.00146212955838,True,True,0.0,,True,f20783c8220ade926c55c32df1b445e2fef4b14951393a30e3ed73dda1040fb6,0
acwm-autoloop-screen-stack_cube-mixture_reweight-s801-t512-r1,stack_cube,mixture_reweight,801,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.2810253414189,672.2356117755455,73.95458643412671,True,True,0.0,,True,9f670cf7e22ff061e9420b81033f45373020c249fff02939fa83ee6a5b84daaa,0
acwm-autoloop-screen-stack_cube-mixture_reweight-s960-t512-r1,stack_cube,mixture_reweight,960,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.0561306340022,672.2356117755455,74.17948114154328,True,True,0.0,,True,22c852f363d90e851c3929a3d22cfe450725462bbb1d34b1e7ef8d6519df8d4c,0
acwm-autoloop-screen-stack_cube-mixture_reweight-s968-t512-r1,stack_cube,mixture_reweight,968,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.217835384935,672.2356117755455,74.01777639061046,True,True,0.0,,True,09ee7e0512d52b300d696b77d73aa382c0e679a69e9a932d6d37bd46e5bf7141,0
acwm-autoloop-screen-stack_cube-motion_region_reweight-s2082-t512-r1,stack_cube,motion_region_reweight,2082,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.1563559231888,672.2356117755455,74.07925585235667,True,True,0.0,,True,264a8a5b7f3e4ade5960b2e36014a63dc4fdb23f057354cc5b7a9a46004e6b5d,0
acwm-autoloop-screen-stack_cube-motion_region_reweight-s2085-t512-r1,stack_cube,motion_region_reweight,2085,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.385369230028,672.2356117755455,73.85024254551752,True,True,0.0,,True,64b03f68bcb1afb4318c1389511ae9b0be7bd42ff925f7db383c02db0defdb61,0
acwm-autoloop-screen-stack_cube-motion_region_reweight-s2088-t512-r1,stack_cube,motion_region_reweight,2088,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.4135628734466,672.2356117755455,73.82204890209894,True,True,0.0,,True,e726df642366581d1942410ce0c1ebeeb0083041ad90d1bb02a55c186e6f7088,0
acwm-autoloop-screen-stack_cube-self_forcing_finetune-s1801-t512-r1,stack_cube,self_forcing_finetune,1801,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-597.9168918878892,672.2356117755455,74.31871988765636,True,True,0.0,,True,0b6126604a2784207edb517e4debaa46bb86b5a83d2ff3cf4a4886bd619a3d0e,0
acwm-autoloop-screen-stack_cube-self_forcing_finetune-s1810-t512-r1,stack_cube,self_forcing_finetune,1810,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-597.7726538968957,672.2356117755455,74.46295787864983,True,True,0.0,,True,1718c72a3ec4d1e04422e5aec57f99ebffa192066b4d14b8b4f4f4fbf6ff3d32,0
acwm-autoloop-screen-stack_cube-self_forcing_finetune-s1813-t512-r1,stack_cube,self_forcing_finetune,1813,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-597.9071714425556,672.2356117755455,74.32844033298991,True,True,0.0,,True,72fae39e25b6b98b4ca876c9b73709c80c170f227fc6c618ea0d7eff9b857101,0
acwm-autoloop-screen-stack_cube-wmsd_self_distill-s2057-t512-r1,stack_cube,wmsd_self_distill,2057,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.1982645315462,672.2356117755455,74.03734724399935,True,True,0.0,,True,198306cfea064a4f2cd18af817d1329b001e83254d0dda29caa6ad045558430f,0
acwm-autoloop-screen-stack_cube-wmsd_self_distill-s2079-t512-r1,stack_cube,wmsd_self_distill,2079,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-598.2004940560128,672.2356117755455,74.03511771953278,True,True,0.0,,True,bb9789bfd3a9330df14e25a159f667ab375c82fb27f2e5c8f824f8d23c5f48b4,0
acwm-gap-formal_confirmation-robot_arm-latent_motion_prior-s501-r1,robot_arm,latent_motion_prior,501,16,ready,INCONCLUSIVE,below_min_screen_budget,ladder_auc_psnr_envmax,63.414673835599956,978.4474031784647,1041.8620770140647,True,True,0.574468085106383,,,,0
acwm-gap-formal_confirmation-robot_arm-latent_motion_prior-s502-r1,robot_arm,latent_motion_prior,502,16,ready,INCONCLUSIVE,below_min_screen_budget,ladder_auc_psnr_envmax,36.092721705259464,978.4474031784647,1014.5401248837242,True,True,0.6170212765957447,,,,0
acwm-gap-formal_confirmation-robot_arm-latent_motion_prior-s503-r1,robot_arm,latent_motion_prior,503,16,ready,INCONCLUSIVE,below_min_screen_budget,ladder_auc_psnr_envmax,31.388529454279364,978.4474031784647,1009.8359326327441,True,True,0.6170212765957447,,,,0
acwm-gap-staging_canary-cloth_move-latent_motion_prior-s701-t512-r1,cloth_move,latent_motion_prior,701,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,9.510307465725532,675.7220985573352,685.2324060230608,True,True,1.0,,True,6add7c002ff5551bd6894aa1bfda85b4cdcc33f01173badb7cb8c6d58bef9cd3,0
acwm-gap-staging_canary-pour_water-drift_token_trim-s501-r1,pour_water,drift_token_trim,501,16,ready,INCONCLUSIVE,below_min_screen_budget,ladder_auc_psnr_envmax,-59.762430074469194,1408.4182495750538,1348.6558195005846,True,True,1.0,,,,0
acwm-gap-staging_canary-pour_water-drift_token_trim-s502-r1,pour_water,drift_token_trim,502,16,ready,INCONCLUSIVE,below_min_screen_budget,ladder_auc_psnr_envmax,-69.81348028572984,1408.4182495750538,1338.604769289324,True,True,1.0,,,,0
acwm-gap-staging_canary-pour_water-drift_token_trim-s503-r1,pour_water,drift_token_trim,503,16,ready,INCONCLUSIVE,below_min_screen_budget,ladder_auc_psnr_envmax,-129.28020446840264,1408.4182495750538,1279.1380451066511,True,True,1.0,,,,0
acwm-gap-staging_canary-pour_water-drift_token_trim-s701-t512-r1,pour_water,drift_token_trim,701,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-63.75174227424509,1408.4182495750538,1344.6665073008087,True,True,1.0,,True,08f9ef1640e99c5a17bbe7861a7188293c6c1e5df9ca73997254556a0194bd19,0
acwm-screen-v2-push_cube-mixture_reweight-s711-t512-r1,push_cube,mixture_reweight,711,512,ready,INCONCLUSIVE,reject_or_revise,ladder_auc_psnr_envmax,-39.20156783966422,1371.2828078802563,1332.081240040592,True,True,0.0,,True,b21ed3f3f48f2fb593998ec04b7f726e0f579b4ba3958932d3ec007a6e5663f1,0
acwm-screen-v2-reacher-next_forcing-s711-t4000-r1,reacher,next_forcing,711,4000,ready,INCONCLUSIVE,confirmation_candidate,ladder_auc_psnr_envmax,27.910263523728815,484.6885766011571,512.5988401248859,True,True,0.0,,True,48024d28a0443ba84d0a453e6c7ae3a2162c05b4b1059c3130745696030f3672,13
acwm-screen-v2-reacher-next_forcing-s711-t512-r1,reacher,next_forcing,711,512,ready,INCONCLUSIVE,promote_to_confirmation,ladder_auc_psnr_envmax,22.672889633933153,484.6885766011571,507.36146623509023,True,True,0.0,,True,e1bbb14cbad8773575455d95ccdda255fd305d4207f81b014f08d955e9054e78,13
