campaign_id,environment,primitive,seed,train_steps,horizon,baseline_psnr,candidate_psnr,delta_psnr,baseline_ssim,candidate_ssim,delta_ssim,baseline_masked_mse,candidate_masked_mse,delta_masked_mse
acwm-autoloop-screen-reacher-self_forcing_finetune-s2840-t512-r1,reacher,self_forcing_finetune,2840,512,16,30.656355112987136,33.409369645431816,2.7530145324446806,0.9833876006305218,0.9880055002868176,0.004617899656295776,0.015626318752765656,0.00824827142059803,-0.007378047332167625
acwm-autoloop-screen-reacher-self_forcing_finetune-s2840-t512-r1,reacher,self_forcing_finetune,2840,512,32,29.792608290827395,32.94460448385591,3.1519961930285163,0.9804675821214914,0.9877288788557053,0.007261296734213829,0.019138233736157417,0.009554317221045494,-0.009583916515111923
acwm-autoloop-screen-reacher-self_forcing_finetune-s2842-t512-r1,reacher,self_forcing_finetune,2842,512,16,30.656355112987136,33.69481960344607,3.038464490458935,0.9833876006305218,0.9879366159439087,0.004549015313386917,0.015626318752765656,0.007250671740621328,-0.008375647012144327
acwm-autoloop-screen-reacher-self_forcing_finetune-s2842-t512-r1,reacher,self_forcing_finetune,2842,512,32,29.792608290827395,32.84070564496675,3.048097354139351,0.9804675821214914,0.9868492819368839,0.006381699815392494,0.019138233736157417,0.009441965259611607,-0.00969626847654581
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2821-t512-r1,robot_arm,action_contrastive_finetune,2821,512,16,31.767697530604035,31.93289977928663,0.16520224868259348,0.9791081286966801,0.9810276105999947,0.0019194819033145905,0.006517000962048769,0.007379194721579552,0.0008621937595307827
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2821-t512-r1,robot_arm,action_contrastive_finetune,2821,512,32,30.749483165875166,32.441211367480506,1.6917282016053399,0.9764675870537758,0.9823230654001236,0.005855478346347809,0.008166683837771416,0.005721400026232004,-0.0024452838115394115
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2821-t512-r1,robot_arm,action_contrastive_finetune,2821,512,48,29.039261534953717,31.43570807271508,2.3964465377613635,0.9710825880368551,0.9799497450391451,0.008867157002290016,0.013156680390238762,0.007124247029423714,-0.006032433360815048
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2823-t512-r1,robot_arm,action_contrastive_finetune,2823,512,16,31.767697530604035,26.348242468011918,-5.419455062592117,0.9791081286966801,0.9616997316479683,-0.017408397048711777,0.006517000962048769,0.02614492177963257,0.0196279208175838
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2823-t512-r1,robot_arm,action_contrastive_finetune,2823,512,32,30.749483165875166,23.94376044213086,-6.8057227237443065,0.9764675870537758,0.9499003440141678,-0.026567243039608,0.008166683837771416,0.03257683292031288,0.024410149082541466
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2823-t512-r1,robot_arm,action_contrastive_finetune,2823,512,48,29.039261534953717,22.6796288880782,-6.359632646875518,0.9710825880368551,0.9423224416871866,-0.028760146349668503,0.013156680390238762,0.041332442313432693,0.02817576192319393
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2825-t512-r1,robot_arm,action_contrastive_finetune,2825,512,16,31.767697530604035,29.751450918077232,-2.0162466125268033,0.9791081286966801,0.9761780761182308,-0.0029300525784492493,0.006517000962048769,0.013093394227325916,0.006576393265277147
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2825-t512-r1,robot_arm,action_contrastive_finetune,2825,512,32,30.749483165875166,27.519732456767485,-3.2297507091076803,0.9764675870537758,0.9678547605872154,-0.008612826466560364,0.008166683837771416,0.02143518254160881,0.013268498703837395
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2825-t512-r1,robot_arm,action_contrastive_finetune,2825,512,48,29.039261534953717,27.231349709177973,-1.8079118257757436,0.9710825880368551,0.9656424187123775,-0.005440169324477551,0.013156680390238762,0.022818436846137047,0.009661756455898285
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2826-t512-r1,robot_arm,action_contrastive_finetune,2826,512,16,31.767697530604035,30.843731266361413,-0.9239662642426225,0.9791081286966801,0.9786180891096592,-0.000490039587020874,0.006517000962048769,0.009159453213214874,0.0026424522511661053
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2826-t512-r1,robot_arm,action_contrastive_finetune,2826,512,32,30.749483165875166,29.282012474047473,-1.4674706918276925,0.9764675870537758,0.9738698210567236,-0.0025977659970521927,0.008166683837771416,0.012793511152267456,0.00462682731449604
acwm-autoloop-screen-robot_arm-action_contrastive_finetune-s2826-t512-r1,robot_arm,action_contrastive_finetune,2826,512,48,29.039261534953717,28.995535710122738,-0.043725824830978866,0.9710825880368551,0.972392663359642,0.00131007532278693,0.013156680390238762,0.014050768688321114,0.0008940882980823517
acwm-autoloop-screen-robot_arm-cfg_guidance_schedule-s910-t512-r1,robot_arm,cfg_guidance_schedule,910,512,16,31.767697530604035,33.79162218539449,2.023924654790452,0.9791081286966801,0.9852337315678596,0.006125602871179581,0.006517000962048769,0.004319150932133198,-0.002197850029915571
acwm-autoloop-screen-robot_arm-cfg_guidance_schedule-s910-t512-r1,robot_arm,cfg_guidance_schedule,910,512,32,30.749483165875166,34.32857010707933,3.5790869412041637,0.9764675870537758,0.9862885382026434,0.009820951148867607,0.008166683837771416,0.003341588657349348,-0.004825095180422068
acwm-autoloop-screen-robot_arm-cfg_guidance_schedule-s910-t512-r1,robot_arm,cfg_guidance_schedule,910,512,48,29.039261534953717,33.09139073763342,4.052129202679701,0.9710825880368551,0.9840307583411535,0.012948170304298401,0.013156680390238762,0.004362869076430798,-0.008793811313807964
acwm-autoloop-screen-robot_arm-inv_dyn_reward_finetune-s2824-t512-r1,robot_arm,inv_dyn_reward_finetune,2824,512,16,31.767697530604035,27.432428384594772,-4.335269146009264,0.9791081286966801,0.9657756760716438,-0.01333245262503624,0.006517000962048769,0.021837573498487473,0.015320572536438704
acwm-autoloop-screen-robot_arm-inv_dyn_reward_finetune-s2824-t512-r1,robot_arm,inv_dyn_reward_finetune,2824,512,32,30.749483165875166,25.702197192384656,-5.04728597349051,0.9764675870537758,0.9568278677761555,-0.019639719277620316,0.008166683837771416,0.025330763310194016,0.0171640794724226
acwm-autoloop-screen-robot_arm-inv_dyn_reward_finetune-s2824-t512-r1,robot_arm,inv_dyn_reward_finetune,2824,512,48,29.039261534953717,24.937928790489075,-4.101332744464642,0.9710825880368551,0.9520510459939638,-0.01903154204289126,0.013156680390238762,0.028730470687150955,0.015573790296912193
acwm-autoloop-screen-robot_arm-inv_dyn_reward_finetune-s841-t512-r1,robot_arm,inv_dyn_reward_finetune,841,512,16,31.767697530604035,31.62205929818246,-0.14563823242157525,0.9791081286966801,0.9809694141149521,0.0018612854182720184,0.006517000962048769,0.007818767800927162,0.0013017668388783932
acwm-autoloop-screen-robot_arm-inv_dyn_reward_finetune-s841-t512-r1,robot_arm,inv_dyn_reward_finetune,841,512,32,30.749483165875166,29.391102063321885,-1.358381102553281,0.9764675870537758,0.9747284073382616,-0.001739179715514183,0.008166683837771416,0.013344977982342243,0.0051782941445708275
acwm-autoloop-screen-robot_arm-inv_dyn_reward_finetune-s841-t512-r1,robot_arm,inv_dyn_reward_finetune,841,512,48,29.039261534953717,29.22386180724939,0.18460027229567189,0.9710825880368551,0.973921767125527,0.002839179088671928,0.013156680390238762,0.013870993629097939,0.0007143132388591766
acwm-autoloop-screen-robot_arm-latent_motion_prior-s1702-t512-r1,robot_arm,latent_motion_prior,1702,512,16,31.767697530604035,33.66338697650886,1.895689445904825,0.9791081286966801,0.9845250397920609,0.005416911095380783,0.006517000962048769,0.004368032328784466,-0.002148968633264303
acwm-autoloop-screen-robot_arm-latent_motion_prior-s1702-t512-r1,robot_arm,latent_motion_prior,1702,512,32,30.749483165875166,33.984686590472116,3.23520342459695,0.9764675870537758,0.9851047024130821,0.008637115359306335,0.008166683837771416,0.003683744464069605,-0.004482939373701811
acwm-autoloop-screen-robot_arm-latent_motion_prior-s1702-t512-r1,robot_arm,latent_motion_prior,1702,512,48,29.039261534953717,33.527346808914054,4.488085273960337,0.9710825880368551,0.9841795898973942,0.013097001860539081,0.013156680390238762,0.0041702864691615105,-0.008986393921077251
acwm-autoloop-screen-robot_arm-motion_region_reweight-s2822-t512-r1,robot_arm,motion_region_reweight,2822,512,16,31.767697530604035,30.815382641743334,-0.9523148888607018,0.9791081286966801,0.9783640317618847,-0.0007440969347953796,0.006517000962048769,0.008997022174298763,0.0024800212122499943
acwm-autoloop-screen-robot_arm-motion_region_reweight-s2822-t512-r1,robot_arm,motion_region_reweight,2822,512,32,30.749483165875166,28.86012783391478,-1.8893553319603846,0.9764675870537758,0.9720166269689798,-0.004450960084795952,0.008166683837771416,0.012778634205460548,0.004611950367689133
acwm-autoloop-screen-robot_arm-motion_region_reweight-s2822-t512-r1,robot_arm,motion_region_reweight,2822,512,48,29.039261534953717,27.892397598773506,-1.1468639361802104,0.9710825880368551,0.9678848224381605,-0.0031977655986945575,0.013156680390238762,0.017312439158558846,0.004155758768320084
acwm-autoloop-screen-robot_arm-motion_region_reweight-s2832-t512-r1,robot_arm,motion_region_reweight,2832,512,16,31.767697530604035,31.937410149215136,0.16971261861110065,0.9791081286966801,0.9811999462544918,0.002091817557811737,0.006517000962048769,0.0070006512105464935,0.00048365024849772453
acwm-autoloop-screen-robot_arm-motion_region_reweight-s2832-t512-r1,robot_arm,motion_region_reweight,2832,512,32,30.749483165875166,30.19016853183451,-0.559314634040657,0.9764675870537758,0.9766277521848679,0.00016016513109207153,0.008166683837771416,0.010199565440416336,0.0020328816026449203
acwm-autoloop-screen-robot_arm-motion_region_reweight-s2832-t512-r1,robot_arm,motion_region_reweight,2832,512,48,29.039261534953717,30.156630947243666,1.1173694122899498,0.9710825880368551,0.9760493499537309,0.004966761916875839,0.013156680390238762,0.010398101061582565,-0.0027585793286561966
acwm-autoloop-screen-robot_arm-next_forcing-s2824-t512-r1,robot_arm,next_forcing,2824,512,16,31.767697530604035,33.843573363286225,2.07587583268219,0.9791081286966801,0.985026840120554,0.005918711423873901,0.006517000962048769,0.004215994384139776,-0.0023010065779089928
acwm-autoloop-screen-robot_arm-next_forcing-s2824-t512-r1,robot_arm,next_forcing,2824,512,32,30.749483165875166,31.25262232440729,0.5031391585321252,0.9764675870537758,0.9798723571002483,0.0034047700464725494,0.008166683837771416,0.008202125318348408,3.5441480576992035e-05
